YEAR,TEAM NO,TEAM,SEED,ROUND,O RATE,D RATE,RELATIVE RATING,OPPONENT ADJUST,PACE ADJUST,O RATE RANK,D RATE RANK,TRUE TEMPO,TRUE TEMPO RANK,INJURY RANK,HOME RANK,ROSTER RANK,KILLSHOTS PER GAME,KILL SHOTS CONCEDED PER GAME,KILLSHOTS MARGIN,TOTAL KILL SHOTS,TOTAL KILL SHOTS CONCEDED,RELATIVE RATING RANK,OPPONENT ADJUST RANK,PACE ADJUST RANK,KILLSHOTS PER GAME RANK,KILL SHOTS CONCEDED PER GAME RANK,KILLSHOTS MARGIN RANK,TOTAL KILL SHOTS RANK,TOTAL KILL SHOTS CONCEDED RANK
2023,964,Providence,11,64,9.789098173,3.78909122,13.57818939,-18.30387746,56.5069244,22,83,68.10743397,189,,268,,0.575757576,0.333333333,0.242424242,19,11,48,277,18,82,98,74,86,116
2023,963,Purdue,1,64,13.03371842,8.685144049,21.71886247,26.45774574,17.21641664,9,29,65.19112672,330,,86,,0.722222222,0.333333333,0.388888889,26,12,7,89,109,23,98,34,21,140
2023,962,Saint Mary's,5,32,5.738694252,10.90605776,16.64475201,-30.18946976,40.14881136,66,13,63.31874925,358,,34,,0.5625,0.28125,0.28125,18,9,26,315,40,90,61,64,106,66
2023,961,San Diego St.,5,2,5.413470494,11.32226509,16.73573558,6.126852106,-27.01606408,70,11,66.78973567,271,,79,,0.564102564,0.153846154,0.41025641,22,6,25,160,278,87,7,32,47,13
2023,960,Southeast Missouri St.,16,68,-1.667348831,-3.884290122,-5.551638954,2.690974234,-41.98982267,211,266,72.40753543,16,,205,,0.352941176,0.705882353,-0.352941176,12,24,241,170,312,267,325,314,238,346
2023,959,TCU,6,32,8.011940327,9.632404878,17.6443452,43.8379931,57.57523805,38,22,70.35824251,63,,40,,0.513513514,0.243243243,0.27027027,19,9,20,45,17,124,38,67,86,66
2023,958,Tennessee,4,16,6.665796602,14.97120608,21.63700268,-72.64909223,-44.28876788,56,3,66.85361383,267,,3,,0.763157895,0.236842105,0.526315789,29,9,8,359,319,11,36,12,8,66
2023,957,Texas,2,8,10.42273087,12.73222611,23.15495697,2.068215253,-41.33931572,15,6,69.70741274,99,,30,,0.575,0.175,0.4,23,7,5,173,307,83,11,33,35,25
2023,956,Texas A&M,7,64,8.382615258,8.889457703,17.27207296,7.260362663,-59.35906975,35,28,67.35622847,233,,286,,0.472222222,0.138888889,0.333333333,17,5,23,156,340,152,4,50,127,6
2023,955,Texas A&M Corpus Chris,16,64,0.589770127,-1.73970932,-1.149939193,-12.4599985,3.532616281,156,215,70.32853596,66,,208,,0.483870968,0.064516129,0.419354839,15,2,178,250,166,149,1,31,168,1
2023,954,Texas Southern,16,68,-7.025694032,-1.293352546,-8.319046578,17.28558694,24.04857389,320,199,69.79601434,91,,314,,0.588235294,0.588235294,0,20,20,272,114,84,74,283,189,72,319
2023,953,UC Santa Barbara,14,64,6.025667461,-0.463328006,5.562339455,16.80207756,32.3058314,62,177,65.84341451,313,,216,,0.558823529,0.205882353,0.352941176,19,7,102,115,56,93,20,45,86,25
2023,952,UCLA,2,16,10.23555406,14.94790728,25.18346133,-8.892303208,5.346290388,16,4,67.1865402,245,,148,,0.794871795,0.230769231,0.564102564,31,9,4,236,158,7,32,5,4,66
2023,951,UNC Asheville,15,64,0.243496581,2.035639618,2.279136198,11.05038249,-29.16373238,162,124,69.3504455,120,,172,,0.424242424,0.454545455,-0.03030303,14,15,135,138,283,201,189,195,193,209
2023,950,USC,10,64,7.534894867,6.71400692,14.24890179,34.54525181,-21.00103763,45,50,68.95200248,145,,242,,0.647058824,0.529411765,0.117647059,22,18,40,65,259,48,233,126,47,285
2023,949,Utah St.,10,64,9.952025491,4.743208694,14.69523419,34.2466784,56.19681316,19,73,69.31028257,123,,164,,0.5,0.382352941,0.117647059,17,13,36,67,19,141,136,126,127,163
2023,948,VCU,12,64,3.550020425,11.71413886,15.26415928,48.68711566,1.488771308,105,10,69.03843048,143,,238,,0.457142857,0.428571429,0.028571429,16,15,32,32,171,168,162,173,145,209
2023,947,Vermont,15,64,4.921427039,0.412488616,5.333915656,-56.31622558,-41.52554438,78,162,65.66129931,318,,72,,0.484848485,0.333333333,0.151515152,16,11,105,347,309,145,98,114,145,116
2023,946,Virginia,4,64,7.903812102,11.00731218,18.91112428,34.14670785,10.39667982,40,12,62.76277667,360,,58,,0.514285714,0.171428571,0.342857143,18,6,14,68,134,123,10,46,106,13
2023,945,West Virginia,9,64,9.590136262,5.01078981,14.60092607,-18.84960412,-0.863344045,24,70,69.04725993,141,,116,,0.314285714,0.228571429,0.085714286,11,8,38,280,180,284,31,141,264,45
2023,944,Xavier,3,16,13.11835546,5.49982695,18.61818241,60.48866127,27.72669438,8,64,71.28594546,35,,258,,0.435897436,0.333333333,0.102564103,17,13,16,13,74,193,98,130,127,163
2022,943,Akron,13,64,4.452337699,2.455422908,6.907760607,99.00990099,33.2273525,86,127,63.7881442,352,,349,,,,,,,96,1,44,,,,,
2022,942,Alabama,6,64,11.21011693,4.716467589,15.92658451,60.48483284,-30.6052012,17,76,72.80109835,11,,104,,,,,,,27,14,284,,,,,
2022,941,Arizona,1,16,15.53636973,9.864493234,25.40086296,-12.7397564,17.92724036,5,15,72.92377375,10,,204,,,,,,,3,242,99,,,,,
2022,940,Arkansas,4,8,7.938697394,10.87386767,18.81256507,19.21878402,-31.02706024,35,10,71.95213567,27,,242,,,,,,,17,99,285,,,,,
2022,939,Auburn,2,32,10.25956677,12.65514487,22.91471165,55.69054899,18.18197021,22,5,71.19843188,44,,19,,,,,,,7,20,96,,,,,
2022,938,Baylor,1,32,12.25007005,10.07598025,22.32605031,-17.53320248,-55.33321401,13,14,69.04862339,137,,76,,,,,,,11,258,332,,,,,
2022,937,Boise St.,8,64,4.626825566,7.511877997,12.13870356,20.70050652,44.36424493,82,34,65.76290059,321,,314,,,,,,,49,97,21,,,,,
2022,936,Bryant,16,68,1.587025647,-2.283965355,-0.696939708,-34.02341211,-99.00990099,140,228,72.51462675,17,,20,,,,,,,177,316,357,,,,,
2022,935,Cal St. Fullerton,15,64,0.795125363,-0.953301226,-0.158175863,31.50905976,-40.92530063,159,202,67.18071785,250,,199,,,,,,,167,69,313,,,,,
2022,934,Chattanooga,13,64,6.325258531,3.852528439,10.17778697,54.90554403,-49.10840862,52,89,65.7084337,323,,188,,,,,,,72,21,325,,,,,
2022,933,Colgate,14,64,6.760481878,1.552042764,8.312524641,3.941890888,-12.3804517,44,136,68.53857818,176,,42,,,,,,,88,160,231,,,,,
2022,932,Colorado St.,6,64,8.152059089,3.223587492,11.37564658,0.848065173,17.70769754,33,103,66.81591386,272,,201,,,,,,,58,182,100,,,,,
2022,931,Connecticut,5,64,10.69325154,7.131776177,17.82502771,-26.85136951,52.86831024,20,36,66.13616177,315,,98,,,,,,,20,299,15,,,,,
2022,930,Creighton,9,32,2.717301251,8.986486326,11.70378758,62.69914984,44.6329205,114,20,68.15875182,197,,126,,,,,,,55,10,20,,,,,
2022,929,Davidson,10,64,12.01680408,2.494537847,14.51134193,26.38868172,29.82608918,14,123,66.22730405,308,,207,,,,,,,33,79,57,,,,,
2022,928,Delaware,15,64,2.575603198,-0.64038101,1.935222188,12.08539169,-58.94870164,117,190,67.92667381,214,,322,,,,,,,146,124,337,,,,,
2022,927,Duke,2,4,15.80764866,7.103389726,22.91103839,-20.34391495,2.010543956,4,37,68.70517157,162,,355,,,,,,,8,270,174,,,,,
2022,926,Georgia St.,16,64,0.997274796,2.733456675,3.730731471,-15.80735418,-50.19788773,151,118,68.11138532,200,,175,,,,,,,124,254,326,,,,,
2022,925,Gonzaga,1,16,17.16257202,12.29009051,29.45266253,2.479187886,26.07416242,2,8,73.56764427,4,,209,,,,,,,1,176,72,,,,,
2022,924,Houston,5,8,13.58981427,13.4664082,27.05622247,-22.73811928,13.71999894,9,4,65.70580965,324,,10,,,,,,,2,284,114,,,,,
2022,923,Illinois,4,32,11.95498832,8.803521128,20.75850945,-20.26156722,-6.243072365,15,23,68.29239507,191,,115,,,,,,,15,268,207,,,,,
2022,922,Indiana,12,64,6.129566209,9.413584552,15.54315076,-20.3871396,0.04853844,57,17,68.03574466,209,,99,,,,,,,28,271,181,,,,,
2022,921,Iowa,5,64,17.74859798,5.376566951,23.12516493,3.838331168,23.80819489,1,68,70.98731437,48,,125,,,,,,,6,162,77,,,,,
2022,920,Iowa St.,11,16,-0.188908199,8.817706314,8.628798115,19.87776667,-25.4131268,178,22,67.7748721,223,,114,,,,,,,85,98,275,,,,,
2022,919,Jacksonville St.,15,64,2.064700271,0.58681902,2.651519291,42.13830543,-74.73753126,128,162,66.73954895,280,,348,,,,,,,138,43,351,,,,,
2022,918,Kansas,1,1,14.23646747,8.95974915,23.19621662,-9.367062693,83.24170016,7,21,70.27030364,76,,144,,,,,,,5,234,3,,,,,
2022,917,Kentucky,2,64,14.69193003,9.093694125,23.78562416,12.82051841,17.70306565,6,19,69.01770586,140,,72,,,,,,,4,121,101,,,,,
2022,916,Longwood,14,64,2.542023959,0.054089844,2.596113802,22.54718186,-8.213132761,118,177,67.5286052,235,,128,,,,,,,140,90,212,,,,,
2022,915,Loyola Chicago,10,64,6.760451575,8.679030334,15.43948191,-42.63724808,-38.14174968,45,25,66.17794497,314,,97,,,,,,,29,334,305,,,,,
2022,914,LSU,6,64,4.676876227,11.75924953,16.43612576,-35.71506432,28.04857575,81,9,69.80908104,97,,13,,,,,,,25,322,62,,,,,
2022,913,Marquette,9,64,5.488246687,6.364204298,11.85245098,48.33942786,-45.24688274,68,49,72.19611538,22,,118,,,,,,,53,27,320,,,,,
2022,912,Memphis,9,32,9.45211193,10.60958024,20.06169217,74.77194384,28.7856311,25,12,70.76050646,55,,24,,,,,,,16,7,59,,,,,
2022,911,Miami FL,10,8,9.817585303,1.919656374,11.73724168,38.10198598,27.28950174,24,132,68.74985358,160,,323,,,,,,,54,51,67,,,,,
2022,910,Michigan,11,16,10.73642459,5.945214495,16.68163909,2.49347556,13.45297606,19,54,67.93861114,213,,183,,,,,,,23,174,116,,,,,
2022,909,Michigan St.,7,32,8.106832718,6.870099619,14.97693234,-9.337393341,25.19120264,34,40,68.88485533,153,,58,,,,,,,31,233,74,,,,,
2022,908,Montana St.,14,64,1.781446473,2.081770242,3.863216715,37.64762505,-59.79887226,132,131,68.59806369,172,,315,,,,,,,120,52,338,,,,,
2022,907,Murray St.,7,32,10.5900613,7.985345303,18.5754066,58.4251949,-36.11207913,21,32,67.17054649,252,,16,,,,,,,18,16,299,,,,,
2022,906,New Mexico St.,12,32,6.096464576,4.679215114,10.77567969,98.94780364,4.831871032,58,77,66.88364592,268,,173,,,,,,,67,2,154,,,,,
2022,905,Norfolk St.,16,64,-0.644076113,0.407601295,-0.236474818,-0.4475125,-23.26247006,189,170,68.08220303,204,,45,,,,,,,169,187,269,,,,,
2022,904,North Carolina,8,2,10.92340107,6.355136106,17.27853717,9.953732781,-31.62419725,18,50,71.05363197,46,,239,,,,,,,21,134,288,,,,,
2022,903,Notre Dame,11,32,9.431003167,3.592692386,13.02369555,2.983081934,-27.90447585,26,96,66.76457767,279,,83,,,,,,,40,171,277,,,,,
2022,902,Ohio St.,7,32,12.88643715,3.726277638,16.61271479,-20.87175035,17.04167551,10,92,66.5259614,292,,106,,,,,,,24,273,104,,,,,
2022,901,Providence,4,16,7.179301734,5.609417662,12.7887194,43.61945696,9.594981474,39,60,66.86989512,270,,203,,,,,,,44,34,134,,,,,
2022,900,Purdue,3,16,16.98906709,5.45538136,22.44444845,-19.51169282,12.95495343,3,66,67.30293667,244,,48,,,,,,,10,262,120,,,,,
2022,899,Richmond,12,32,6.278866747,3.604503129,9.883369877,1.911406565,-43.55804626,54,95,67.83134009,220,,268,,,,,,,75,180,315,,,,,
2022,898,Rutgers,11,68,4.418910788,8.446889258,12.86580005,60.91559798,2.456250773,87,26,66.61471886,287,,38,,,,,,,43,13,169,,,,,
2022,897,Saint Mary's,5,32,5.771640162,10.5154932,16.28713336,-13.83254436,4.378052955,63,13,65.24477523,337,,40,,,,,,,26,247,158,,,,,
2022,896,Saint Peter's,15,8,-3.293619799,8.226003475,4.932383676,-5.608827352,-90.30286942,245,29,66.9784889,263,,184,,,,,,,111,220,355,,,,,
2022,895,San Diego St.,8,64,1.034593221,13.62914486,14.66373808,32.0069549,5.627946732,150,3,66.5962674,289,,61,,,,,,,32,68,150,,,,,
2022,894,San Francisco,10,64,6.42225299,7.986705177,14.40895817,-40.29585934,18.41844655,51,31,70.05973211,87,,331,,,,,,,34,332,95,,,,,
2022,893,Seton Hall,8,64,5.049610582,8.750625778,13.80023636,12.77264586,2.663204237,75,24,68.914622,147,,309,,,,,,,36,122,168,,,,,
2022,892,South Dakota St.,13,64,12.75904667,-0.796309883,11.96273679,47.51544257,-21.26980102,11,193,70.56621344,60,,66,,,,,,,52,30,259,,,,,
2022,891,TCU,9,32,4.567950048,7.032002176,11.59995222,18.42463152,-0.47549684,84,38,67.1681617,253,,274,,,,,,,56,102,185,,,,,
2022,890,Tennessee,3,32,8.729374646,13.89955935,22.628934,-29.97276405,-67.31177488,30,2,68.61379644,167,,28,,,,,,,9,310,344,,,,,
2022,889,Texas,6,32,6.460209232,10.65416469,17.11437392,-56.477392,-14.05337509,50,11,65.28220272,335,,65,,,,,,,22,349,235,,,,,
2022,888,Texas A&M Corpus Chris,16,68,-6.793638588,-0.613748214,-7.407386802,18.67093901,-29.67094301,308,188,70.91893754,50,,354,,,,,,,262,101,282,,,,,
2022,887,Texas Southern,16,64,-3.247472747,2.302206479,-0.945266268,-0.975367351,8.800060388,244,129,69.04211771,138,,194,,,,,,,183,193,140,,,,,
2022,886,Texas Tech,3,16,6.590913958,14.51129771,21.10221167,3.488390701,11.10850052,47,1,67.46725034,237,,2,,,,,,,14,165,128,,,,,
2022,885,UAB,12,64,8.488126759,4.179083929,12.66721069,8.874639071,13.15577518,32,83,69.89705779,92,,7,,,,,,,46,136,119,,,,,
2022,884,UCLA,4,16,12.49643338,9.717536773,22.21397015,-28.82320343,-44.83516246,12,16,66.77096189,276,,75,,,,,,,12,307,318,,,,,
2022,883,USC,7,64,6.57534084,6.436138589,13.01147943,-0.788681799,-22.74537608,48,47,67.74651255,225,,302,,,,,,,41,190,266,,,,,
2022,882,Vermont,13,64,8.990973842,5.090290393,14.08126424,-7.498106648,-8.381661772,27,71,66.2170408,309,,36,,,,,,,35,226,215,,,,,
2022,881,Villanova,2,4,13.82286826,8.355967154,22.17883542,-22.4936192,-39.71402705,8,28,64.07011195,348,,32,,,,,,,13,282,309,,,,,
2022,880,Virginia Tech,11,64,11.34398243,6.627704652,17.97168708,-7.41017842,16.34632745,16,45,64.58630644,343,,46,,,,,,,19,225,107,,,,,
2022,879,Wisconsin,3,32,6.943694756,8.143501159,15.08719591,63.92776183,10.73780029,42,30,67.50891274,236,,285,,,,,,,30,9,131,,,,,
2022,878,Wright St.,16,64,4.176876784,-1.447513637,2.729363147,-1.751384984,-68.07293781,91,212,70.01703967,89,,147,,,,,,,136,195,346,,,,,
2022,877,Wyoming,12,68,3.82739193,3.147401827,6.974793757,-2.269010499,-16.05179464,95,107,67.23086241,247,,137,,,,,,,95,200,242,,,,,
2022,876,Yale,14,64,-1.71927868,3.076141745,1.356863065,-29.48489427,-22.10257233,217,109,70.40854885,66,,205,,,,,,,152,308,262,,,,,
2021,875,Abilene Christian,14,32,1.777716124,8.00052283,9.778238954,30.37867278,21.22733271,124,32,70.5478513,121,,3,,,,,,,69,71,82,,,,,
2021,874,Alabama,2,16,8.626745364,12.19883503,20.8255804,58.86705978,-11.1302441,30,2,74.38474055,9,,101,,,,,,,7,10,248,,,,,
2021,873,Appalachian St.,16,68,-1.910002932,-0.418948229,-2.32895116,12.86386844,49.17115857,210,182,67.11763227,298,,28,,,,,,,189,132,17,,,,,
2021,872,Arkansas,3,8,8.000568701,9.109764226,17.11033293,-52.1368451,6.283585267,38,19,73.80217109,18,,49,,,,,,,29,330,144,,,,,
2021,871,Baylor,1,1,17.32853113,8.231056761,25.55958789,5.973647243,6.606283806,2,29,69.19827289,199,,114,,,,,,,3,165,143,,,,,
2021,870,BYU,6,64,8.258986266,7.584352779,15.84333905,-31.98996783,-43.20562175,35,34,70.05652687,147,,332,,,,,,,34,295,333,,,,,
2021,869,Clemson,7,64,3.296987258,9.175217781,12.47220504,-14.03815204,49.01501275,105,18,66.48762242,317,,15,,,,,,,51,240,18,,,,,
2021,868,Cleveland St.,15,64,-2.971692869,0.133778034,-2.837914836,-14.20914834,-76.70350224,231,161,68.17075567,254,,113,,,,,,,192,242,345,,,,,
2021,867,Colgate,14,64,8.901037501,1.71764631,10.61868381,19.92361701,-27.34850422,28,122,72.79793228,31,,148,,,,,,,62,100,311,,,,,
2021,866,Colorado,5,32,10.24890246,8.43257084,18.68147331,6.229694119,44.83148325,17,24,67.58342189,280,,10,,,,,,,17,162,24,,,,,
2021,865,Connecticut,7,64,9.952993379,7.220042718,17.1730361,-7.156562986,28.35906126,19,37,66.99803406,301,,222,,,,,,,28,219,63,,,,,
2021,864,Creighton,5,16,11.92065031,7.260314639,19.18096495,3.751353872,17.12674952,11,36,70.30545748,134,,58,,,,,,,15,181,96,,,,,
2021,863,Drake,11,64,7.752782222,0.1914915,7.944273722,-39.56273059,24.49312188,42,159,67.54222294,282,,72,,,,,,,87,307,72,,,,,
2021,862,Drexel,16,64,4.13722935,-2.458352181,1.678877169,9.979490913,1.461307399,94,228,66.26285669,323,,248,,,,,,,138,146,164,,,,,
2021,861,Eastern Washington,14,64,5.336814919,0.881920599,6.218735518,30.28618275,10.02411218,71,144,72.76112294,32,,273,,,,,,,100,72,123,,,,,
2021,860,Florida,7,32,7.906762992,8.345804147,16.25256714,-5.490901326,18.3070311,39,26,70.11814569,145,,262,,,,,,,32,211,90,,,,,
2021,859,Florida St.,4,16,11.39778788,8.307177677,19.70496555,43.52374309,-31.49789214,14,28,71.17541115,93,,16,,,,,,,11,35,319,,,,,
2021,858,Georgetown,12,64,4.082191957,6.319122301,10.40131426,27.64419072,-20.7444244,96,50,71.04691796,99,,221,,,,,,,65,82,288,,,,,
2021,857,Georgia Tech,9,64,8.541433969,6.669838453,15.21127242,52.275904,-25.31136451,32,45,68.55765573,232,,296,,,,,,,35,20,302,,,,,
2021,856,Gonzaga,1,2,20.70433111,9.337273607,30.04160471,52.70607681,-15.29876138,1,15,73.96239917,15,,238,,,,,,,1,19,273,,,,,
2021,855,Grand Canyon,15,64,1.822904834,4.566024872,6.388929706,9.991730599,-7.214551913,123,75,66.95351332,303,,202,,,,,,,98,145,217,,,,,
2021,854,Hartford,16,64,-3.626209787,2.469574286,-1.156635501,7.786922803,-6.698613966,245,107,68.76157625,224,,118,,,,,,,175,155,211,,,,,
2021,853,Houston,2,4,15.45668622,11.84504382,27.30173004,6.301575421,-10.57711676,5,3,66.45634255,318,,1,,,,,,,2,160,244,,,,,
2021,852,Illinois,1,32,14.08655211,10.61645303,24.70300514,-8.109634822,47.87149178,7,8,71.48821097,81,,313,,,,,,,4,224,21,,,,,
2021,851,Iona,15,64,0.046210509,1.135873836,1.182084344,8.356879237,2.789252619,163,137,69.16425285,200,,154,,,,,,,146,153,158,,,,,
2021,850,Iowa,2,32,16.61044164,4.414382811,21.02482445,-48.06890883,20.11832556,3,76,71.29105813,90,,249,,,,,,,6,324,84,,,,,
2021,849,Kansas,3,32,7.49887272,11.82551276,19.32438548,-33.62037326,-24.02354976,45,4,69.76728698,166,,81,,,,,,,14,297,298,,,,,
2021,848,Liberty,13,64,6.759422899,1.258265981,8.017688879,15.53973678,-21.77519669,50,135,65.1583139,337,,44,,,,,,,86,121,290,,,,,
2021,847,Loyola Chicago,8,16,8.403905754,11.15155118,19.55545693,30.95645655,18.9567202,33,6,65.01726553,339,,303,,,,,,,13,67,88,,,,,
2021,846,LSU,8,32,14.45264617,2.325566995,16.77821316,-5.661414408,-45.7262942,6,110,71.54526373,79,,46,,,,,,,31,212,336,,,,,
2021,845,Maryland,10,32,6.84980234,6.887148177,13.73695052,-45.36921068,-18.0801972,49,42,66.27255165,322,,175,,,,,,,43,319,282,,,,,
2021,844,Michigan,1,8,13.55434823,10.18280068,23.73714891,58.005327,-26.02271579,9,10,67.80896559,272,,123,,,,,,,5,13,306,,,,,
2021,843,Michigan St.,11,68,4.73361255,6.142746872,10.87635942,39.21979207,29.57455679,79,54,69.87132203,161,,11,,,,,,,60,44,62,,,,,
2021,842,Missouri,9,64,6.284462241,5.564793258,11.8492555,31.32452378,39.33210519,59,62,69.47296823,186,,297,,,,,,,54,65,33,,,,,
2021,841,Morehead St.,14,64,-2.489347772,3.972200119,1.482852346,-25.96520409,36.91115791,225,88,67.1409221,297,,215,,,,,,,144,282,39,,,,,
2021,840,Mount St. Mary's,16,68,-3.298757151,0.221783546,-3.076973605,6.18664894,63.27146549,237,157,63.5370831,345,,233,,,,,,,195,163,10,,,,,
2021,839,Norfolk St.,16,64,-1.428684525,-0.961362969,-2.390047494,-6.065181171,-41.42532631,201,196,68.98543624,206,,187,,,,,,,190,214,332,,,,,
2021,838,North Carolina,8,64,9.698832213,10.35310678,20.051939,42.61067711,34.43565412,22,9,72.30494969,49,,35,,,,,,,10,37,48,,,,,
2021,837,North Texas,13,32,2.78016135,6.015148113,8.795309463,-43.51196942,8.31130854,114,56,64.88659887,342,,183,,,,,,,79,313,133,,,,,
2021,836,Ohio,13,32,7.793086596,-0.022780682,7.770305913,40.23936021,15.37479216,41,164,70.56022263,120,,143,,,,,,,89,41,101,,,,,
2021,835,Ohio St.,2,64,16.04628419,4.156651286,20.20293547,20.82710514,11.83192667,4,79,67.92243076,264,,209,,,,,,,9,95,115,,,,,
2021,834,Oklahoma,8,32,7.823459886,6.725649093,14.54910898,3.293634079,16.11434619,40,44,68.84156564,218,,25,,,,,,,37,182,99,,,,,
2021,833,Oklahoma St.,4,32,7.715497004,9.081537798,16.7970348,54.63289399,-7.149922312,43,20,73.05880362,27,,299,,,,,,,30,16,216,,,,,
2021,832,Oral Roberts,15,16,5.411357532,-3.904927737,1.506429796,20.94403757,80.17667305,69,263,72.43168179,43,,165,,,,,,,143,93,5,,,,,
2021,831,Oregon,7,16,11.77392196,5.556792008,17.33071397,5.521479473,23.12660781,12,63,68.61300853,229,,219,,,,,,,27,170,76,,,,,
2021,830,Oregon St.,12,8,5.590052845,1.252908972,6.842961817,71.63964344,-28.68415545,67,136,66.84897745,308,,331,,,,,,,95,3,314,,,,,
2021,829,Purdue,4,64,9.90573629,8.520536023,18.42627231,-20.25434645,19.69100012,20,23,67.55965165,281,,193,,,,,,,19,262,85,,,,,
2021,828,Rutgers,10,32,4.952221823,9.332182423,14.28440425,5.946345466,-1.743274987,76,16,68.7626957,223,,33,,,,,,,39,166,183,,,,,
2021,827,San Diego St.,6,64,6.620499403,9.381587391,16.00208679,-31.01073963,0.324016388,53,14,67.46896687,290,,228,,,,,,,33,293,171,,,,,
2021,826,St. Bonaventure,9,64,9.063569915,8.311608908,17.37517882,-1.642187868,-28.81424702,26,27,65.79810721,332,,17,,,,,,,25,198,315,,,,,
2021,825,Syracuse,11,16,10.07509954,4.989467068,15.06456661,-16.23058484,-37.08774178,18,70,70.13676123,144,,29,,,,,,,36,250,325,,,,,
2021,824,Tennessee,5,64,6.309105649,11.30052731,17.60963296,-55.71810057,1.620951081,58,5,68.96502569,208,,66,,,,,,,24,336,163,,,,,
2021,823,Texas,3,64,8.840421987,8.889805039,17.73022703,5.720151992,21.8099219,29,21,70.30738945,133,,295,,,,,,,22,168,79,,,,,
2021,822,Texas Southern,16,64,-3.308113776,-0.568141287,-3.876255063,12.98896365,-9.519622475,238,187,72.71283837,36,,291,,,,,,,205,131,236,,,,,
2021,821,Texas Tech,6,32,9.282151346,8.388091225,17.67024257,-77.74628184,27.93531194,24,25,66.53951004,316,,122,,,,,,,23,343,66,,,,,
2021,820,UC Santa Barbara,12,64,5.639717126,2.885684207,8.525401334,4.866611673,-10.35801651,66,100,67.03476948,300,,162,,,,,,,83,171,241,,,,,
2021,819,UCLA,11,4,9.730363879,4.116211539,13.84657542,-4.556697188,10.67785129,21,82,65.76528764,333,,34,,,,,,,41,208,122,,,,,
2021,818,UNC Greensboro,13,64,1.567971678,6.045379781,7.613351459,10.56849615,-33.66363105,129,55,69.92493555,155,,315,,,,,,,90,142,321,,,,,
2021,817,USC,6,8,9.150583429,9.726937678,18.87752111,17.54593186,38.43901408,25,13,68.25105359,248,,32,,,,,,,16,108,36,,,,,
2021,816,Utah St.,11,64,2.912184835,9.736593895,12.64877873,-51.32903706,-12.46324381,111,12,69.76188307,167,,64,,,,,,,47,329,259,,,,,
2021,815,VCU,10,64,1.584689232,10.71133401,12.29602324,15.07627387,-62.26431506,127,7,71.36794067,86,,83,,,,,,,52,123,344,,,,,
2021,814,Villanova,5,16,13.84626237,6.953672018,20.79993439,16.65809345,8.008363834,8,41,66.22563886,324,,6,,,,,,,8,113,137,,,,,
2021,813,Virginia,4,64,10.84138649,8.841972112,19.6833586,-29.38163225,-13.16123205,15,22,61.87692419,346,,195,,,,,,,12,288,263,,,,,
2021,812,Virginia Tech,10,64,8.217310421,6.199741815,14.41705224,-21.67153439,47.36039398,36,51,67.51225499,287,,42,,,,,,,38,266,22,,,,,
2021,811,West Virginia,3,32,11.43064374,7.176984428,18.60762817,16.05758337,11.73448126,13,39,70.68786552,114,,283,,,,,,,18,118,117,,,,,
2021,810,Wichita St.,11,68,6.038310268,3.204819412,9.24312968,48.40540453,-12.26536174,61,92,68.34621778,243,,117,,,,,,,75,24,258,,,,,
2021,809,Winthrop,12,64,4.235310976,5.156710058,9.392021034,35.05663469,8.0216559,91,69,74.21367068,12,,131,,,,,,,72,54,136,,,,,
2021,808,Wisconsin,9,32,7.285827533,10.07248929,17.35831683,-46.42452969,-26.55291172,48,11,66.53998733,315,,127,,,,,,,26,321,309,,,,,
2019,807,Abilene Christian,15,64,-2.343492727,2.163126128,-0.180366599,-40.94272528,4.010201028,221,122,67.50227236,269,,257,,,,,,,163,321,153,,,,,
2019,806,Arizona St.,11,64,5.716968473,5.757134558,11.47410303,67.3846757,-40.72740408,60,57,71.97441546,47,,159,,,,,,,55,5,304,,,,,
2019,805,Auburn,5,4,13.52079537,7.856461217,21.37725659,-19.66952437,48.12495894,10,34,69.40260536,154,,3,,,,,,,12,265,23,,,,,
2019,804,Baylor,9,32,8.95312178,5.576798505,14.52992029,28.78170326,-28.79922563,24,62,66.63413479,310,,261,,,,,,,35,71,276,,,,,
2019,803,Belmont,11,64,9.839482321,0.518870874,10.3583532,-27.50567892,-49.02235129,21,158,72.12675608,43,,337,,,,,,,62,293,325,,,,,
2019,802,Bradley,15,64,-2.352590559,3.176178851,0.823588292,58.5965135,28.8401413,222,105,67.05967207,291,,188,,,,,,,151,12,66,,,,,
2019,801,Buffalo,6,32,10.55316152,8.655906072,19.20906759,32.7376104,4.083269752,18,27,74.69684454,10,,12,,,,,,,19,51,152,,,,,
2019,800,Cincinnati,7,64,7.566137205,8.460665342,16.02680255,-1.25450956,13.66985044,36,28,65.29714573,335,,134,,,,,,,32,186,124,,,,,
2019,799,Colgate,15,64,4.771462895,-1.237896676,3.533566219,29.42469182,23.72699046,76,194,68.0419252,241,,106,,,,,,,126,70,83,,,,,
2019,798,Duke,1,8,13.82913028,15.69414917,29.52327946,-19.38993081,-53.57584348,7,1,73.70600979,15,,170,,,,,,,3,263,328,,,,,
2019,797,Fairleigh Dickinson,16,64,2.439984358,-5.918586892,-3.478602534,3.150829566,-39.43065017,121,293,67.94052048,246,,255,,,,,,,205,168,301,,,,,
