YEAR,BY YEAR NO,TEAM NO,TEAM,SEED,ROUND,CURRENT ROUND,COLLEGE CITY,COLLEGE STATE,COLLEGE LOCATION,COLLEGE TIME ZONE,COLLEGE TIME ZONE VALUE,COLLEGE DAYLIGHT SAVINGS TIME,COLLEGE LATITUDE,COLLEGE LONGITUDE,GAME CITY,GAME STATE,GAME LOCATION,GAME TIME ZONE,GAME TIME ZONE VALUE,GAME DAYLIGHT SAVINGS TIME,GAME LATITUDE,GAME LONGITUDE,TIME ZONE COMBINATION,DIRECTION,LATITUDE DIFF,LONGITUDE DIFF,TIME ZONES CROSSED,TIME ZONES CROSSED VALUE,DISTANCE (KM),DISTANCE (MI)
2025,2127,1106,New Mexico,10,32,64,Albuquerque,New Mexico,Albuquerque New Mexico ,Mountain,4,TRUE,35.0843859,-106.650422,Cleveland,Ohio,Cleveland Ohio ,Eastern,6,TRUE,41.49932,-81.6943605,Mountain Eastern,East,6.4149341,24.9560615,2,2,2282.352833,1418.188301
2025,2126,1113,Michigan St.,2,8,64,East Lansing,Michigan,East Lansing Michigan ,Eastern,6,TRUE,42.7369792,-84.4838654,Cleveland,Ohio,Cleveland Ohio ,Eastern,6,TRUE,41.49932,-81.6943605,Eastern Eastern,East,-1.2376592,2.7895049,0,0,268.0752206,166.5742194
2025,2125,1139,Bryant,15,64,64,Smithfield,Rhode Island,Smithfield Rhode Island,Eastern,6,TRUE,41.966766,-71.549507,Cleveland,Ohio,Cleveland Ohio ,Eastern,6,TRUE,41.49932,-81.6943605,Eastern Eastern,West,-0.467446,-10.1448535,0,0,842.9250969,523.7693724
2025,2124,1131,Florida,1,1,64,Gainesville,Florida,Gainesville Florida ,Eastern,6,TRUE,29.6516344,-82.3248262,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Eastern Eastern,East,6.1279553,3.6866475,0,0,763.5421138,474.4430736
2025,2123,1105,Norfolk St.,16,64,64,Norfolk,Virginia,Norfolk Virginia ,Eastern,6,TRUE,36.8507689,-76.2858726,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Eastern Eastern,West,-1.0711792,-2.3523061,0,0,242.0781342,150.4203788
2025,2122,1135,Connecticut,8,32,64,Storrs,Connecticut,Storrs Connecticut ,Eastern,6,TRUE,41.8084314,-72.2495231,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Eastern Eastern,West,-6.0288417,-6.3886556,0,0,868.9113499,539.9164815
2025,2121,1103,Oklahoma,9,64,64,Norman,Oklahoma,Norman Oklahoma ,Central,5,TRUE,35.2225668,-97.4394777,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Central Eastern,East,0.5570229,18.801299,1,1,1700.493384,1056.637601
2025,2120,1115,Memphis,5,64,64,Memphis,Tennessee,Memphis Tennessee ,Central,5,TRUE,35.1495343,-90.0489801,Seattle,Washington,Seattle Washington ,Pacific,3,TRUE,47.6062095,-122.3320708,Central Pacific,West,12.4566752,-32.2830907,2,-2,2998.952121,1863.462455
2025,2119,1136,Colorado St.,12,32,64,Fort Collins,Colorado,Fort Collins Colorado ,Mountain,4,TRUE,40.5852602,-105.084423,Seattle,Washington,Seattle Washington ,Pacific,3,TRUE,47.6062095,-122.3320708,Mountain Pacific,West,7.0209493,-17.2476478,1,-1,1578.156236,980.620822
2025,2118,1117,Maryland,4,16,64,College Park,Maryland,College Park Maryland ,Eastern,6,TRUE,38.9896967,-76.93776,Seattle,Washington,Seattle Washington ,Pacific,3,TRUE,47.6062095,-122.3320708,Eastern Pacific,West,8.6165128,-45.3943108,3,-3,3739.099108,2323.368471
2025,2117,1128,Grand Canyon,13,64,64,Phoenix,Arizona,Phoenix Arizona ,Mountain,3,FALSE,33.4483771,-112.0740373,Seattle,Washington,Seattle Washington ,Pacific,3,TRUE,47.6062095,-122.3320708,Mountain Pacific,West,14.1578324,-10.2580335,1,0,1793.580926,1114.479519
2025,2116,1110,Missouri,6,64,64,Columbia,Missouri,Columbia Missouri ,Central,5,TRUE,38.9517053,-92.3340724,Wichita,Kansas,Wichita Kansas ,Central,5,TRUE,37.6871761,-97.330053,Central Central,West,-1.2645292,-4.9959806,0,0,457.8931357,284.5216037
2025,2115,1133,Drake,11,32,64,Des Moines,Iowa,Des Moines Iowa ,Central,5,TRUE,41.5868353,-93.6249593,Wichita,Kansas,Wichita Kansas ,Central,5,TRUE,37.6871761,-97.330053,Central Central,West,-3.8996592,-3.7050937,0,0,537.1748551,333.7849802
2025,2114,1091,Texas Tech,3,8,64,Lubbock,Texas,Lubbock Texas ,Central,5,TRUE,33.5845617,-101.8456417,Wichita,Kansas,Wichita Kansas ,Central,5,TRUE,37.6871761,-97.330053,Central Central,East,4.1026144,4.5155887,0,0,611.9077672,380.2218588
2025,2113,1087,UNC Wilmington,14,64,64,Wilmington,North Carolina,Wilmington North Carolina ,Eastern,6,TRUE,34.2103894,-77.8868117,Wichita,Kansas,Wichita Kansas ,Central,5,TRUE,37.6871761,-97.330053,Eastern Central,West,3.4767867,-19.4432413,1,-1,1788.886819,1111.562735
2025,2112,1123,Kansas,7,64,64,Lawrence,Kansas,Lawrence Kansas ,Central,5,TRUE,38.9716689,-95.2352501,Providence,Rhode Island,Providence Rhode Island ,Eastern,6,TRUE,41.8239891,-71.4128343,Central Eastern,East,2.8523202,23.8224158,1,1,2035.368618,1264.719425
2025,2111,1142,Arkansas,10,16,64,Fayetteville,Arkansas,Fayetteville Arkansas ,Central,5,TRUE,36.0626579,-94.1605839,Providence,Rhode Island,Providence Rhode Island ,Eastern,6,TRUE,41.8239891,-71.4128343,Central Eastern,East,5.7613312,22.7477496,1,1,2061.754583,1281.114903
2025,2110,1095,St. John's,2,32,64,Queens,New York,Queens New York ,Eastern,6,TRUE,40.7282239,-73.7948516,Providence,Rhode Island,Providence Rhode Island ,Eastern,6,TRUE,41.8239891,-71.4128343,Eastern Eastern,East,1.0957652,2.3820173,0,0,233.3748164,145.0123879
2025,2109,1107,Nebraska Omaha,15,64,64,Omaha,Nebraska,Omaha Nebraska,Central,5,TRUE,41.25861,-95.93779,Providence,Rhode Island,Providence Rhode Island ,Eastern,6,TRUE,41.8239891,-71.4128343,Central Eastern,East,0.5653791,24.5249557,1,1,2035.163904,1264.592221
2025,2108,1132,Duke,1,4,64,Durham,North Carolina,Durham North Carolina ,Eastern,6,TRUE,35.9940329,-78.898619,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Eastern Eastern,East,-0.2144432,0.2604403,0,0,33.45246064,20.78639535
2025,2107,1108,Mount St. Mary's,16,64,64,Emmitsburg,Maryland,Emmitsburg Maryland ,Eastern,6,TRUE,39.7045417,-77.3269307,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Eastern Eastern,West,-3.924952,-1.311248,0,0,451.3913958,280.4816098
2025,2106,1111,Mississippi St.,8,64,64,Starkville,Mississippi,Starkville Mississippi ,Central,5,TRUE,33.4503998,-88.8183872,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Central Eastern,East,2.3291899,10.1802085,1,1,966.4108808,600.4998812
2025,2105,1140,Baylor,9,32,64,Waco,Texas,Waco Texas ,Central,5,TRUE,31.549333,-97.1466695,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Central Eastern,East,4.2302567,18.5084908,1,1,1773.224639,1101.830708
2025,2104,1102,Oregon,5,32,64,Eugene,Oregon,Eugene Oregon ,Pacific,3,TRUE,44.0520691,-123.0867536,Seattle,Washington,Seattle Washington ,Pacific,3,TRUE,47.6062095,-122.3320708,Pacific Pacific,East,3.5541404,0.7546828,0,0,399.4989913,248.2371646
2025,2103,1121,Liberty,12,64,64,Lynchburg,Virginia,Lynchburg Virginia ,Eastern,6,TRUE,37.4137536,-79.1422464,Seattle,Washington,Seattle Washington ,Pacific,3,TRUE,47.6062095,-122.3320708,Eastern Pacific,West,10.1924559,-43.1898244,3,-3,3663.90277,2276.643632
2025,2102,1143,Arizona,4,16,64,Tucson,Arizona,Tucson Arizona ,Mountain,3,FALSE,32.2539787,-110.9741769,Seattle,Washington,Seattle Washington ,Pacific,3,TRUE,47.6062095,-122.3320708,Mountain Pacific,West,15.3522308,-11.3578939,0,0,1957.88551,1216.573653
2025,2101,1147,Akron,13,64,64,Akron,Ohio,Akron Ohio ,Eastern,6,TRUE,41.0814447,-81.5190053,Seattle,Washington,Seattle Washington ,Pacific,3,TRUE,47.6062095,-122.3320708,Eastern Pacific,West,6.5247648,-40.8130655,3,-3,3285.50995,2041.521235
2025,2100,1138,BYU,6,16,64,Provo,Utah,Provo Utah ,Mountain,4,TRUE,40.2338438,-111.6585337,Denver,Colorado,Denver Colorado ,Mountain,4,TRUE,39.7392358,-104.990251,Mountain Mountain,East,-0.494608,6.6682827,0,0,570.6365197,354.5770946
2025,2099,1084,VCU,11,64,64,Richmond,Virginia,Richmond Virginia ,Eastern,6,TRUE,37.5407246,-77.4360481,Denver,Colorado,Denver Colorado ,Mountain,4,TRUE,39.7392358,-104.990251,Eastern Mountain,West,2.1985112,-27.5542029,2,-2,2396.119627,1488.87971
2025,2098,1083,Wisconsin,3,32,64,Madison,Wisconsin,Madison Wisconsin ,Central,5,TRUE,43.0721661,-89.4007501,Denver,Colorado,Denver Colorado ,Mountain,4,TRUE,39.7392358,-104.990251,Central Mountain,West,-3.3329303,-15.5895009,1,-1,1349.688933,838.6578217
2025,2097,1109,Montana,14,64,64,Missoula,Montana,Missoula Montana ,Mountain,4,TRUE,46.8721284,-113.9940314,Denver,Colorado,Denver Colorado ,Mountain,4,TRUE,39.7392358,-104.990251,Mountain Mountain,East,-7.1328926,9.0037804,0,0,1075.566474,668.3260224
2025,2096,1098,Saint Mary's,7,32,64,Moraga,California,Moraga California ,Pacific,3,TRUE,37.8349263,-122.1296871,Cleveland,Ohio,Cleveland Ohio ,Eastern,6,TRUE,41.49932,-81.6943605,Pacific Eastern,East,3.6643937,40.4353266,3,3,3453.253249,2145.752088
2025,2095,1085,Vanderbilt,10,64,64,Nashville,Tennessee,Nashville Tennessee ,Central,5,TRUE,36.1626638,-86.7816016,Cleveland,Ohio,Cleveland Ohio ,Eastern,6,TRUE,41.49932,-81.6943605,Central Eastern,East,5.3366562,5.0872411,1,1,738.8182469,459.0803749
2025,2094,1146,Alabama,2,8,64,Tuscaloosa,Alabama,Tuscaloosa Alabama ,Central,5,TRUE,33.2098407,-87.5691735,Cleveland,Ohio,Cleveland Ohio ,Eastern,6,TRUE,41.49932,-81.6943605,Central Eastern,East,8.2894793,5.874813,1,1,1057.295943,656.9732408
2025,2093,1100,Robert Morris,15,64,64,Moon Township,Pennsylvania,Moon Township Pennsylvania ,Eastern,6,TRUE,40.5169767,-80.2213477,Cleveland,Ohio,Cleveland Ohio ,Eastern,6,TRUE,41.49932,-81.6943605,Eastern Eastern,West,0.9823433,-1.4730128,0,0,164.945015,102.4920806
2025,2092,1126,Houston,1,2,64,Houston,Texas,Houston Texas ,Central,5,TRUE,29.7604267,-95.3698028,Wichita,Kansas,Wichita Kansas ,Central,5,TRUE,37.6871761,-97.330053,Central Central,West,7.9267494,-1.9602502,0,0,899.796586,559.1076774
2025,2091,1096,SIU Edwardsville,16,64,64,Edwardsville,Illinois,Edwardsville Illinois,Central,5,TRUE,38.81144,-89.95316,Wichita,Kansas,Wichita Kansas ,Central,5,TRUE,37.6871761,-97.330053,Central Central,West,-1.1242639,-7.376893,0,0,656.0019536,407.620716
2025,2090,1129,Gonzaga,8,32,64,Spokane,Washington,Spokane Washington ,Pacific,3,TRUE,47.6587802,-117.4260466,Wichita,Kansas,Wichita Kansas ,Central,5,TRUE,37.6871761,-97.330053,Pacific Central,East,-9.9716041,20.0959936,2,2,1972.728806,1225.79685
2025,2089,1130,Georgia,9,64,64,Athens,Georgia,Athens Georgia ,Eastern,6,TRUE,33.9519347,-83.357567,Wichita,Kansas,Wichita Kansas ,Central,5,TRUE,37.6871761,-97.330053,Eastern Central,West,3.7352414,-13.972486,1,-1,1324.951484,823.2866831
2025,2088,1137,Clemson,5,64,64,Clemson,South Carolina,Clemson South Carolina ,Eastern,6,TRUE,34.6834382,-82.8373654,Providence,Rhode Island,Providence Rhode Island ,Eastern,6,TRUE,41.8239891,-71.4128343,Eastern Eastern,East,7.1405509,11.4245311,0,0,1273.03681,791.0284005
2025,2087,1116,McNeese St.,12,32,64,Lake Charles,Louisiana,Lake Charles Louisiana,Central,5,TRUE,30.212942,-93.21891,Providence,Rhode Island,Providence Rhode Island ,Eastern,6,TRUE,41.8239891,-71.4128343,Central Eastern,East,11.6110471,21.8060757,1,1,2337.267128,1452.310462
2025,2086,1101,Purdue,4,16,64,West Lafayette,Indiana,West Lafayette Indiana ,Eastern,6,TRUE,40.4258686,-86.9080655,Providence,Rhode Island,Providence Rhode Island ,Eastern,6,TRUE,41.8239891,-71.4128343,Eastern Eastern,East,1.3981205,15.4952312,0,0,1305.357397,811.1114823
2025,2085,1127,High Point,13,64,64,High Point,North Carolina,High Point North Carolina,Eastern,6,TRUE,35.970554,-79.997498,Providence,Rhode Island,Providence Rhode Island ,Eastern,6,TRUE,41.8239891,-71.4128343,Eastern Eastern,East,5.8534351,8.5846637,0,0,986.7797258,613.1564947
2025,2084,1125,Illinois,6,32,64,Champaign,Illinois,Champaign Illinois ,Central,5,TRUE,40.1164204,-88.2433829,Milwaukee,Wisconsin,Milwaukee Wisconsin ,Central,5,TRUE,43.0389025,-87.9064736,Central Central,East,2.9224821,0.3369093,0,0,326.1704311,202.6729096
2025,2083,1081,Xavier,11,64,64,Cincinnati,Ohio,Cincinnati Ohio ,Eastern,5,TRUE,38.1031182,-85.5120196,Milwaukee,Wisconsin,Milwaukee Wisconsin ,Central,5,TRUE,43.0389025,-87.9064736,Eastern Central,West,4.9357843,-2.394454,1,0,584.8404046,363.4029795
2025,2082,1122,Kentucky,3,16,64,Lexington,Kentucky,Lexington Kentucky ,Eastern,6,TRUE,38.0405837,-84.5037164,Milwaukee,Wisconsin,Milwaukee Wisconsin ,Central,5,TRUE,43.0389025,-87.9064736,Eastern Central,West,4.9983188,-3.4027572,1,-1,625.622513,388.7438068
2025,2081,1090,Troy,14,64,64,Troy,Alabama,Troy Alabama ,Central,5,TRUE,31.8087678,-85.969951,Milwaukee,Wisconsin,Milwaukee Wisconsin ,Central,5,TRUE,43.0389025,-87.9064736,Central Central,West,11.2301347,-1.9365226,0,0,1260.285946,783.1053811
2025,2080,1088,UCLA,7,32,64,Los Angeles,California,Los Angeles California ,Pacific,3,TRUE,34.0522342,-118.2436849,Lexington,Kentucky,Lexington Kentucky ,Eastern,6,TRUE,38.0405837,-84.5037164,Pacific Eastern,East,3.9883495,33.7399685,3,3,3048.738704,1894.398403
2025,2079,1086,Utah St.,10,64,64,Logan,Utah,Logan Utah ,Mountain,4,TRUE,41.7369803,-111.8338359,Lexington,Kentucky,Lexington Kentucky ,Eastern,6,TRUE,38.0405837,-84.5037164,Mountain Eastern,East,-3.6963966,27.3301195,2,2,2357.420157,1464.832974
2025,2078,1094,Tennessee,2,8,64,Knoxville,Tennessee,Knoxville Tennessee ,Eastern,6,TRUE,35.9606384,-83.9207392,Lexington,Kentucky,Lexington Kentucky ,Eastern,6,TRUE,38.0405837,-84.5037164,Eastern Eastern,West,2.0799453,-0.5829772,0,0,237.00109,147.2656498
2025,2077,1082,Wofford,15,64,64,Spartanburg,South Carolina,Spartanburg South Carolina ,Eastern,6,TRUE,34.9495672,-81.9320482,Lexington,Kentucky,Lexington Kentucky ,Eastern,6,TRUE,38.0405837,-84.5037164,Eastern Eastern,West,3.0910165,-2.5716682,0,0,413.4518199,256.9070503
2025,2076,1141,Auburn,1,4,32,Auburn,Alabama,Auburn Alabama ,Central,5,TRUE,32.6098566,-85.4807825,Lexington,Kentucky,Lexington Kentucky ,Eastern,6,TRUE,38.0405837,-84.5037164,Central Eastern,East,5.4307271,0.9770661,1,1,610.3282918,379.2404183
2025,2075,1134,Creighton,9,32,32,Omaha,Nebraska,Omaha Nebraska ,Central,5,TRUE,41.2565369,-95.9345034,Lexington,Kentucky,Lexington Kentucky ,Eastern,6,TRUE,38.0405837,-84.5037164,Central Eastern,East,-3.2159532,11.430787,1,1,1040.964114,646.8251128
2025,2074,1114,Michigan,5,16,32,Ann Arbor,Michigan,Ann Arbor Michigan ,Eastern,6,TRUE,42.2808256,-83.7430378,Denver,Colorado,Denver Colorado ,Mountain,4,TRUE,39.7392358,-104.990251,Eastern Mountain,West,-2.5415898,-21.2472132,2,-2,1800.205028,1118.595545
2025,2073,1092,Texas A&M,4,32,32,College Station,Texas,College Station Texas ,Central,5,TRUE,30.627977,-96.3344068,Denver,Colorado,Denver Colorado ,Mountain,4,TRUE,39.7392358,-104.990251,Central Mountain,West,9.1112588,-8.6558442,1,-1,1281.247703,796.130413
2025,2072,1112,Mississippi,6,16,32,Oxford,Mississippi,Oxford Mississippi ,Central,5,TRUE,34.3659868,-89.5188246,Milwaukee,Wisconsin,Milwaukee Wisconsin ,Central,5,TRUE,43.0389025,-87.9064736,Central Central,East,8.6729157,1.612351,0,0,974.4244878,605.4793057
2025,2071,1124,Iowa St.,3,32,32,Ames,Iowa,Ames Iowa ,Central,5,TRUE,42.0307812,-93.6319131,Milwaukee,Wisconsin,Milwaukee Wisconsin ,Central,5,TRUE,43.0389025,-87.9064736,Central Central,East,1.0081213,5.7254395,0,0,482.2181664,299.636477
2025,2070,1106,New Mexico,10,32,32,Albuquerque,New Mexico,Albuquerque New Mexico ,Mountain,4,TRUE,35.0843859,-106.650422,Cleveland,Ohio,Cleveland Ohio ,Eastern,6,TRUE,41.49932,-81.6943605,Mountain Eastern,East,6.4149341,24.9560615,2,2,2282.352833,1418.188301
2025,2069,1113,Michigan St.,2,8,32,East Lansing,Michigan,East Lansing Michigan ,Eastern,6,TRUE,42.7369792,-84.4838654,Cleveland,Ohio,Cleveland Ohio ,Eastern,6,TRUE,41.49932,-81.6943605,Eastern Eastern,East,-1.2376592,2.7895049,0,0,268.0752206,166.5742194
2025,2068,1131,Florida,1,1,32,Gainesville,Florida,Gainesville Florida ,Eastern,6,TRUE,29.6516344,-82.3248262,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Eastern Eastern,East,6.1279553,3.6866475,0,0,763.5421138,474.4430736
2025,2067,1135,Connecticut,8,32,32,Storrs,Connecticut,Storrs Connecticut ,Eastern,6,TRUE,41.8084314,-72.2495231,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Eastern Eastern,West,-6.0288417,-6.3886556,0,0,868.9113499,539.9164815
2025,2066,1136,Colorado St.,12,32,32,Fort Collins,Colorado,Fort Collins Colorado ,Mountain,4,TRUE,40.5852602,-105.084423,Seattle,Washington,Seattle Washington ,Pacific,3,TRUE,47.6062095,-122.3320708,Mountain Pacific,West,7.0209493,-17.2476478,1,-1,1578.156236,980.620822
2025,2065,1117,Maryland,4,16,32,College Park,Maryland,College Park Maryland ,Eastern,6,TRUE,38.9896967,-76.93776,Seattle,Washington,Seattle Washington ,Pacific,3,TRUE,47.6062095,-122.3320708,Eastern Pacific,West,8.6165128,-45.3943108,3,-3,3739.099108,2323.368471
2025,2064,1133,Drake,11,32,32,Des Moines,Iowa,Des Moines Iowa ,Central,5,TRUE,41.5868353,-93.6249593,Wichita,Kansas,Wichita Kansas ,Central,5,TRUE,37.6871761,-97.330053,Central Central,West,-3.8996592,-3.7050937,0,0,537.1748551,333.7849802
2025,2063,1091,Texas Tech,3,16,32,Lubbock,Texas,Lubbock Texas ,Central,5,TRUE,33.5845617,-101.8456417,Wichita,Kansas,Wichita Kansas ,Central,5,TRUE,37.6871761,-97.330053,Central Central,East,4.1026144,4.5155887,0,0,611.9077672,380.2218588
2025,2062,1142,Arkansas,10,32,32,Fayetteville,Arkansas,Fayetteville Arkansas ,Central,5,TRUE,36.0626579,-94.1605839,Providence,Rhode Island,Providence Rhode Island ,Eastern,6,TRUE,41.8239891,-71.4128343,Central Eastern,East,5.7613312,22.7477496,1,1,2061.754583,1281.114903
2025,2061,1095,St. John's,2,32,32,Queens,New York,Queens New York ,Eastern,6,TRUE,40.7282239,-73.7948516,Providence,Rhode Island,Providence Rhode Island ,Eastern,6,TRUE,41.8239891,-71.4128343,Eastern Eastern,East,1.0957652,2.3820173,0,0,233.3748164,145.0123879
2025,2060,1132,Duke,1,4,32,Durham,North Carolina,Durham North Carolina ,Eastern,6,TRUE,35.9940329,-78.898619,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Eastern Eastern,East,-0.2144432,0.2604403,0,0,33.45246064,20.78639535
2025,2059,1140,Baylor,9,32,32,Waco,Texas,Waco Texas ,Central,5,TRUE,31.549333,-97.1466695,Raleigh,North Carolina,Raleigh North Carolina ,Eastern,6,TRUE,35.7795897,-78.6381787,Central Eastern,East,4.2302567,18.5084908,1,1,1773.224639,1101.830708
2025,2058,1102,Oregon,5,32,32,Eugene,Oregon,Eugene Oregon ,Pacific,3,TRUE,44.0520691,-123.0867536,Seattle,Washington,Seattle Washington ,Pacific,3,TRUE,47.6062095,-122.3320708,Pacific Pacific,East,3.5541404,0.7546828,0,0,399.4989913,248.2371646
2025,2057,1143,Arizona,4,16,32,Tucson,Arizona,Tucson Arizona ,Mountain,3,FALSE,32.2539787,-110.9741769,Seattle,Washington,Seattle Washington ,Pacific,3,TRUE,47.6062095,-122.3320708,Mountain Pacific,West,15.3522308,-11.3578939,0,0,1957.88551,1216.573653
2025,2056,1138,BYU,6,16,32,Provo,Utah,Provo Utah ,Mountain,4,TRUE,40.2338438,-111.6585337,Denver,Colorado,Denver Colorado ,Mountain,4,TRUE,39.7392358,-104.990251,Mountain Mountain,East,-0.494608,6.6682827,0,0,570.6365197,354.5770946
2025,2055,1083,Wisconsin,3,32,32,Madison,Wisconsin,Madison Wisconsin ,Central,5,TRUE,43.0721661,-89.4007501,Denver,Colorado,Denver Colorado ,Mountain,4,TRUE,39.7392358,-104.990251,Central Mountain,West,-3.3329303,-15.5895009,1,-1,1349.688933,838.6578217
2025,2054,1098,Saint Mary's,7,32,32,Moraga,California,Moraga California ,Pacific,3,TRUE,37.8349263,-122.1296871,Cleveland,Ohio,Cleveland Ohio ,Eastern,6,TRUE,41.49932,-81.6943605,Pacific Eastern,East,3.6643937,40.4353266,3,3,3453.253249,2145.752088
2025,2053,1146,Alabama,2,8,32,Tuscaloosa,Alabama,Tuscaloosa Alabama ,Central,5,TRUE,33.2098407,-87.5691735,Cleveland,Ohio,Cleveland Ohio ,Eastern,6,TRUE,41.49932,-81.6943605,Central Eastern,East,8.2894793,5.874813,1,1,1057.295943,656.9732408
